Geneid	gene_symbol	Chr	Start	End	Strand	Length	logFC	P.Value	FDR
ENSG00000148337.22	CIZ1	chr9	128191489	128191550	-	62	0.5373863127	0.0001298288514	0.04330756393
ENSG00000145555.15	MYO10	chr5	16936260	16936276	-	17	0.7679627328	8.64E-05	0.03216580423
ENSG00000278535.5	DHRS11	chr17	36591887	36591914	+	28	1.012064675	0.0001101993143	0.03889384968
ENSG00000144645.16	OSBPL10	chr3	31980899	31980946	-	48	0.4568957663	9.96E-05	0.03609328394
ENSG00000110446.12	SLC15A3	chr11	60950994	60951366	-	373	0.6304090606	0.0001192583753	0.040983501
ENSG00000011243.19	AKAP8L	chr19	15380066	15380072	-	7	0.7142872458	8.98E-05	0.03313617688
ENSG00000123213.23	NLN	chr5	65722205	65722242	+	38	1.321383311	0.000118105653	0.04070638905
ENSG00000153113.24	CAST	chr5	96662403	96662422	+	20	0.8965265532	7.66E-05	0.02914970709
ENSG00000124225.16	PMEPA1	chr20	57709761	57710015	-	255	0.5635596584	0.0001492694039	0.04788953648
ENSG00000153207.16	AHCTF1	chr1	246931578	246931948	-	371	0.4269590687	9.78E-05	0.03559893721
ENSG00000005302.19	MSL3	chrX	11759424	11759603	+	180	1.527128386	8.89E-05	0.03287332224
ENSG00000196526.11	AFAP1	chr4	7939656	7939861	-	206	0.357871042	0.0001087856734	0.03843338981
ENSG00000091436.17	MAP3K20	chr2	173075846	173075867	+	22	0.9936986357	0.0001143515682	0.03980157033
ENSG00000077782.23	FGFR1	chr8	38468617	38468621	-	5	1.193323992	8.31E-05	0.03112325451
ENSG00000197451.12	HNRNPAB	chr5	178204815	178205046	+	232	0.5192994294	0.0001420827786	0.04612954213
ENSG00000283782.2	ENSG00000283782	chr5	132486192	132486660	+	469	-0.2961101245	0.0001145864302	0.03984398445
ENSG00000138760.11	SCARB2	chr4	76213825	76213826	-	2	1.109432039	9.28E-05	0.03398183926
ENSG00000197415.12	VEPH1	chr3	157381156	157381272	-	117	1.570746991	0.0001257784523	0.04237917685
ENSG00000075624.17	ACTB	chr7	5529685	5529733	-	49	0.6597399383	0.0001024706472	0.03688947277
ENSG00000005893.17	LAMP2	chrX	120427827	120428626	-	800	0.3897721872	0.0001531180717	0.04872526594
ENSG00000008710.20	PKD1	chr16	2091428	2091597	-	170	0.6820153719	8.41E-05	0.03146332125
ENSG00000077147.16	TM9SF3	chr10	96586760	96587012	-	253	0.3727804641	0.0001283076114	0.04292193936
ENSG00000109854.14	HTATIP2	chr11	20363799	20363853	+	55	0.6997705498	0.0001431260388	0.04636929918
ENSG00000138434.17	ITPRID2	chr2	181891955	181891984	+	30	0.5533320173	0.0001063557797	0.03791685709
ENSG00000126091.21	ST3GAL3	chr1	43707556	43707557	+	2	1.573438328	9.00E-05	0.03319844139
ENSG00000091527.17	CDV3	chr3	133573976	133574044	+	69	0.4605305536	0.0001258437558	0.04237917685
ENSG00000104529.19	EEF1D	chr8	143597112	143597347	-	236	0.4320540968	8.93E-05	0.03301959137
ENSG00000197226.13	TBC1D9B	chr5	179907853	179907859	-	7	0.6043968797	0.0001178011295	0.04064115916
ENSG00000157557.13	ETS2	chr21	38805983	38806120	+	138	0.5921835277	0.0001368461543	0.04500961928
ENSG00000157045.9	NTAN1	chr16	15056028	15056039	-	12	1.130258095	0.0001395639129	0.04552133294
ENSG00000149547.15	EI24	chr11	125569458	125569476	+	19	0.9867838297	0.0001273446269	0.04276208314
ENSG00000197226.13	TBC1D9B	chr5	179907822	179907852	-	31	0.4987374972	0.0001222353488	0.04164127261
ENSG00000112715.26	VEGFA	chr6	43771083	43771152	+	70	0.5660076924	0.0001138876389	0.03980157033
ENSG00000196781.16	TLE1	chr9	81688449	81689547	-	1099	0.2924834817	0.0001255154349	0.04237917685
ENSG00000142949.17	PTPRF	chr1	43530890	43530902	+	13	0.8228345593	0.0001023189879	0.03688798294
ENSG00000151414.15	NEK7	chr1	198156998	198157096	+	99	0.9188549405	0.0001575990827	0.04984246066
ENSG00000060138.13	YBX3	chr12	10723308	10723323	-	16	0.7964791021	0.0001078664484	0.03822353297
ENSG00000157911.11	PEX10	chr1	2412391	2412456	-	66	0.620596408	0.0001313830728	0.0437657932
ENSG00000143889.16	HNRNPLL	chr2	38602627	38602856	-	230	0.5243009526	0.000121586858	0.04150054898
ENSG00000125772.14	GPCPD1	chr20	5610925	5611006	-	82	0.7200901581	0.0001351256476	0.04452680546
ENSG00000124831.20	LRRFIP1	chr2	237692216	237692332	+	117	0.9152224371	0.0001150288614	0.03995841989
ENSG00000185813.11	PCYT2	chr17	81911400	81911406	-	7	1.434904469	0.0001143171257	0.03980157033
ENSG00000213066.14	CEP43	chr6	167040579	167042385	+	1807	-0.391280903	0.0001071574446	0.03808712607
ENSG00000151376.18	ME3	chr11	86672298	86672323	-	26	0.7295183315	0.0001264215316	0.04253312498
ENSG00000133131.15	MORC4	chrX	107000079	107000212	-	134	0.3974028968	0.0001461476738	0.04710229981
ENSG00000179526.17	SHARPIN	chr8	144103553	144103756	-	204	0.4024487201	0.0001330539438	0.04400865286
ENSG00000157617.17	C2CD2	chr21	41953520	41954018	-	499	0.7557209345	0.0001503385238	0.04805886704
ENSG00000148334.16	PTGES2	chr9	128127718	128127721	-	4	0.8331436869	0.0001214550796	0.04150054898
ENSG00000155755.20	TMEM237	chr2	201643419	201643484	-	66	0.7498182685	0.0001318363326	0.04385274419
ENSG00000135387.21	CAPRIN1	chr11	34051732	34051750	+	19	0.4280141576	0.0001169754632	0.04055471447
ENSG00000136856.18	SLC2A8	chr9	127397376	127397383	+	8	0.8496712918	0.0001324914671	0.04393851257
ENSG00000176871.9	WSB2	chr12	118061115	118061140	-	26	0.8523153356	0.0001528472548	0.04869054144
ENSG00000141959.17	PFKL	chr21	44300096	44300105	+	10	0.5887679428	0.0001241565917	0.04209242727
ENSG00000148672.10	GLUD1	chr10	87094669	87094769	-	101	0.4213564169	0.0001198594869	0.04114996764
ENSG00000137275.16	RIPK1	chr6	3068494	3068521	+	28	1.244767218	0.000137527439	0.04516255888
ENSG00000153113.24	CAST	chr5	96662423	96662427	+	5	0.8715951799	0.000104156481	0.03732146883
ENSG00000126091.21	ST3GAL3	chr1	43707555	43707555	+	1	1.559590073	0.0001078297548	0.03822353297
ENSG00000282034.2	ENSG00000282034	chr16	30740440	30740707	+	268	-0.645494441	0.0001377298873	0.04516347155
ENSG00000054967.13	RELT	chr11	73376668	73376869	+	202	0.8816952133	0.0001563233545	0.04952253782
ENSG00000160710.18	ADAR	chr1	154608115	154608170	-	56	-0.650069521	0.0001482569799	0.04765144213
ENSG00000198825.15	INPP5F	chr10	119726246	119726281	+	36	0.8977887354	0.000128965269	0.04306023321
ENSG00000130479.11	MAP1S	chr19	17733339	17733428	+	90	-0.6723634328	0.0001379543798	0.04516347155
ENSG00000125967.17	NECAB3	chr20	33674367	33674388	-	22	1.079095187	0.0001246299876	0.04217182156
ENSG00000099956.20	SMARCB1	chr22	23787011	23787016	+	6	0.6511869727	0.0001392127417	0.0454909566
ENSG00000103495.15	MAZ	chr16	29807067	29807535	+	469	0.3033113612	0.0001432703285	0.04636929918
ENSG00000047056.18	WDR37	chr10	1056565	1056821	+	257	0.5885120556	0.000152870856	0.04869054144
ENSG00000124831.20	LRRFIP1	chr2	237692339	237692493	+	155	0.570303698	0.0001393856923	0.0455052986
ENSG00000115694.15	STK25	chr2	241508136	241508317	-	182	0.6186921953	0.0001236716131	0.04196836065
ENSG00000173442.13	EHBP1L1	chr11	65585304	65585373	+	70	0.9368601111	0.0001409715339	0.0458109412
ENSG00000188157.15	AGRN	chr1	1041173	1041397	+	225	0.3708332732	0.0001379282559	0.04516347155
ENSG00000118515.12	SGK1	chr6	134174081	134174191	-	111	0.5505227246	0.0001464459009	0.04715531262
ENSG00000008710.20	PKD1	chr16	2091423	2091427	-	5	1.031723131	0.0001281480416	0.04290927035
ENSG00000049759.20	NEDD4L	chr18	58044387	58044451	+	65	1.563567825	0.0001375673257	0.04516255888
ENSG00000049759.20	NEDD4L	chr18	58044548	58044660	+	113	0.7291413055	0.0001409061095	0.0458109412
ENSG00000089157.16	RPLP0	chr12	120200892	120201082	-	191	0.4539550571	0.0001544312579	0.0490988353
ENSG00000169710.9	FASN	chr17	82097491	82097527	-	37	1.119441957	0.0001496560374	0.04796992992
ENSG00000126091.21	ST3GAL3	chr1	43707553	43707554	+	2	1.533380022	0.0001514178342	0.0483587965
ENSG00000072778.20	ACADVL	chr17	7219926	7219937	+	12	0.4918663376	0.0001518614684	0.04845658952
