GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Tipo	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	riExonStart_0base	riExonEnd	exonStart_0base	exonEnd
ENSG00000172765.19	TMCC1	chr3	-	NA	NA	NA	NA	NA	NA	48290	3,0,0	6,0,1	6,0,9	0,4,0	162	39	0.01674339	0.1982804	0.107,NA,0.0	1.0,0.0,1.0	-0.613	SE	NA	NA	NA	NA	129880308	129880559	129892572	129892745	NA	NA	NA	129888981	129889104
ENSG00000148737.18	TCF7L2	chr10	+	NA	NA	NA	NA	NA	NA	121524	0,0,0	4,0,2	1,0,5	0,0,6	112	39	0.004449158	0.1739139	0.0,NA,0.0	1.0,NA,0.225	-0.613	SE	NA	NA	NA	NA	113158666	113158717	113165554	113166312	NA	NA	NA	113159919	113159992
ENSG00000052749.14	RRP12	chr10	-	NA	NA	NA	NA	NA	NA	120901	2,2,4	5,1,3	2,5,6	0,1,0	132	39	0.0153751	0.1916872	0.106,0.371,0.283	1.0,0.596,1.0	-0.612	SE	NA	NA	NA	NA	97418792	97419495	97426022	97426046	NA	NA	NA	97424800	97424893
ENSG00000161091.14	MFSD12	chr19	-	NA	NA	NA	NA	NA	NA	10415	0,0,0	7,0,1	2,0,2	2,0,0	137	39	0.01008032054	0.1762370099	0.0,NA,0.0	0.222,NA,1.0	-0.611	SE	NA	NA	NA	NA	3548122	3548267	3573555	3573629	NA	NA	NA	3567144	3567242
ENSG00000165795.25	NDRG2	chr14	-	21024029	21025061	21025028	21025061	21023240	21023321	10971	1,1,0	0,0,0	3,1,7	1,1,0	1038	39	0.002037438584	0.166650743	1.0,1.0,NA	0.101,0.036,1.0	0.621	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000253361.3	ENSG00000253361	chr8	-	NA	NA	NA	NA	NA	NA	108510	31,47,54	8,5,3	30,48,63	0,1,0	965	39	0.01180598	0.1794318	0.135,0.275,0.421	1.0,0.66,1.0	-0.61	SE	NA	NA	NA	NA	38543275	38543846	38553715	38553748	NA	NA	NA	38551454	38552380
ENSG00000262468.8	LINC01569	chr16	-	NA	NA	NA	NA	NA	NA	99543	4,0,4	0,2,1	1,13,15	0,0,0	752	39	0.009288387	0.1745431	1.0,0.0,0.172	1.0,1.0,1.0	-0.609	SE	NA	NA	NA	NA	4243942	4247061	4253646	4253789	NA	NA	NA	4251321	4252034
ENSG00000272690.6	LINC02018	chr3	+	NA	NA	NA	NA	NA	NA	34899	9,4,5	2,2,2	15,5,2	0,0,0	173	39	0.01043874	0.1763124	0.504,0.311,0.36	1.0,1.0,1.0	-0.608	SE	NA	NA	NA	NA	75435231	75435413	75443511	75443646	NA	NA	NA	75436218	75436352
ENSG00000226688.9	ENTPD1-AS1	chr10	-	NA	NA	NA	NA	NA	NA	96142	0,7,2	7,0,2	1,1,3	0,0,0	182	39	0.01285031	0.1822446	0.0,1.0,0.176	1.0,1.0,1.0	-0.608	SE	NA	NA	NA	NA	96021277	96021568	96089265	96089307	NA	NA	NA	96042784	96042927
ENSG00000118113.12	MMP8	chr11	-	NA	NA	NA	NA	NA	NA	88924	0,2,3	9,6,3	8,5,3	1,2,0	127	39	0.006216169	0.1739139	0.0,0.093,0.235	0.711,0.434,1.0	-0.606	SE	NA	NA	NA	NA	102722428	102722673	102724753	102725003	NA	NA	NA	102722990	102723078
ENSG00000233452.9	STXBP5-AS1	chr6	-	NA	NA	NA	NA	NA	NA	NA	2,1,2	0,0,0	0,0,4	3,5,2	153	258	0.006943341666	0.1986719618	1.0,1.0,1.0	0.0,0.0,0.771	0.743	MXE	146864383	146864602	146911551	146911665	146860617	146860743	146972044	146972070	14541	NA	NA	NA	NA
ENSG00000233452.9	STXBP5-AS1	chr6	-	NA	NA	NA	NA	NA	NA	NA	2,1,2	0,0,0	0,0,4	3,5,2	151	258	0.006963023719	0.1986719618	1.0,1.0,1.0	0.0,0.0,0.774	0.742	MXE	146864383	146864602	146911551	146911663	146860617	146860743	146972044	146972070	14540	NA	NA	NA	NA
ENSG00000283072.3	ENSG00000283072	chr20	+	NA	NA	NA	NA	NA	NA	17432	0,5,2	1,6,0	5,9,4	0,0,0	139	39	0.004902908	0.1739139	0.0,0.19,1.0	1.0,1.0,1.0	-0.603	SE	NA	NA	NA	NA	22744661	22744881	22745957	22746107	NA	NA	NA	22745055	22745155
ENSG00000092199.19	HNRNPC	chr14	-	NA	NA	NA	NA	NA	NA	136693	3,1,3	0,6,6	7,5,2	0,0,0	115	39	0.005516065	0.1739139	1.0,0.053,0.145	1.0,1.0,1.0	-0.601	SE	NA	NA	NA	NA	21212959	21213117	21269297	21269392	NA	NA	NA	21230996	21231072
ENSG00000198791.12	CNOT7	chr8	-	NA	NA	NA	NA	NA	NA	92345	4,2,1	2,1,3	7,3,15	1,0,0	114	39	0.01512975	0.1909681	0.406,0.406,0.102	0.705,1.0,1.0	-0.597	SE	NA	NA	NA	NA	17245035	17245247	17246522	17246609	NA	NA	NA	17245856	17245931
ENSG00000110321.19	EIF4G2	chr11	-	NA	NA	NA	NA	NA	NA	122934	7,11,0	10,0,1	4,5,5	0,0,0	97	39	0.009109584	0.1743387	0.22,1.0,0.0	1.0,1.0,1.0	-0.593	SE	NA	NA	NA	NA	10798991	10799113	10800089	10800348	NA	NA	NA	10799551	10799609
ENSG00000288762.1	ENSG00000288762	chr14	-	NA	NA	NA	NA	NA	NA	33870	0,5,6	2,0,6	4,14,11	0,0,0	128	39	0.004997838	0.1739139	0.0,1.0,0.234	1.0,1.0,1.0	-0.589	SE	NA	NA	NA	NA	76927973	76928223	76948643	76948727	NA	NA	NA	76928424	76928513
ENSG00000102385.13	DRP2	chrX	+	NA	NA	NA	NA	NA	NA	896	0,0,1	1,0,2	11,0,4	0,1,0	105	39	0.01657857465	0.1978369509	0.0,NA,0.157	1.0,0.0,1.0	-0.588	SE	NA	NA	NA	NA	101254858	101254924	101256117	101256261	NA	NA	NA	101255183	101255249
ENSG00000135976.21	ANKRD36	chr2	+	NA	NA	NA	NA	NA	NA	87146	3,2,3	3,1,3	17,2,7	0,0,0	68	39	0.005630818	0.1739139	0.364,0.534,0.364	1.0,1.0,1.0	-0.579	SE	NA	NA	NA	NA	97207810	97207839	97211545	97211574	NA	NA	NA	97209680	97209709
ENSG00000101104.13	PABPC1L	chr20	+	NA	NA	NA	NA	NA	NA	5106	0,1,1	1,1,0	2,4,4	0,0,0	101	39	0.009665929026	0.1750480359	0.0,0.279,1.0	1.0,1.0,1.0	-0.574	SE	NA	NA	NA	NA	44938673	44938748	44958336	44959035	NA	NA	NA	44952642	44952704
ENSG00000162994.16	CLHC1	chr2	-	NA	NA	NA	NA	NA	NA	73641	6,1,4	1,4,1	5,17,10	0,0,0	124	39	0.005642822	0.1739139	0.654,0.073,0.557	1.0,1.0,1.0	-0.572	SE	NA	NA	NA	NA	55206269	55206376	55209403	55209516	NA	NA	NA	55208625	55208710
ENSG00000268066.5	FMR1-AS1	chrX	-	NA	NA	NA	NA	NA	NA	48	0,16,2	3,0,1	2,2,2	0,0,0	685	39	0.01829951146	0.1924534496	0.0,1.0,0.102	1.0,1.0,1.0	-0.633	RI	NA	NA	NA	NA	147909430	147910995	147911641	147911817	NA	147909430	147911817	NA	NA
ENSG00000291142.1	ENSG00000291142	chr2	-	94207807	94208315	94208122	94208315	94203213	94203287	4817	1,0,1	0,2,0	0,0,3	4,0,3	354	39	0.01285873585	0.1880835783	1.0,0.0,1.0	0.0,NA,0.099	0.617	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000165630.15	PRPF18	chr10	+	NA	NA	NA	NA	NA	NA	117724	0,0,0	2,8,1	3,6,2	13,2,0	76	39	0.004093267	0.1739139	0.0,0.0,0.0	0.106,0.606,1.0	-0.571	SE	NA	NA	NA	NA	13647871	13648230	13654352	13654427	NA	NA	NA	13652845	13652882
ENSG00000119787.14	ATL2	chr2	-	NA	NA	NA	NA	NA	NA	80337	2,0,0	6,7,5	1,1,5	0,1,2	90	39	0.01637853	0.1969187	0.126,0.0,0.0	1.0,0.302,0.52	-0.565	SE	NA	NA	NA	NA	38314607	38314654	38377142	38377256	NA	NA	NA	38315283	38315334
ENSG00000155754.15	C2CD6	chr2	-	NA	NA	NA	NA	NA	NA	117050	44,67,72	2,5,0	53,44,37	0,0,0	3630	39	0.01260204	0.1813417	0.191,0.126,1.0	1.0,1.0,1.0	-0.561	SE	NA	NA	NA	NA	201487420	201487902	201495894	201495969	NA	NA	NA	201491168	201494759
ENSG00000130413.16	STK33	chr11	-	NA	NA	NA	NA	NA	NA	56492	1,1,1	0,4,2	5,6,7	0,0,0	73	39	0.003755668	0.1739139	1.0,0.118,0.211	1.0,1.0,1.0	-0.557	SE	NA	NA	NA	NA	8474680	8475066	8480482	8480614	NA	NA	NA	8477249	8477283
ENSG00000085832.18	EPS15	chr1	-	NA	NA	NA	NA	NA	NA	72052	5,6,1	4,0,3	2,10,2	0,0,0	147	39	0.01311989	0.1831106	0.249,1.0,0.081	1.0,1.0,1.0	-0.557	SE	NA	NA	NA	NA	51448045	51448135	51463672	51463798	NA	NA	NA	51459040	51459148
ENSG00000132549.20	VPS13B	chr8	+	NA	NA	NA	NA	NA	NA	110402	0,7,24	4,3,0	20,23,12	0,0,0	181	39	0.004732791	0.1739139	0.0,0.335,1.0	1.0,1.0,1.0	-0.555	SE	NA	NA	NA	NA	99501686	99501858	99511103	99511340	NA	NA	NA	99507769	99507911
ENSG00000139973.18	SYT16	chr14	+	NA	NA	NA	NA	NA	NA	74398	33,32,28	5,2,1	17,13,34	0,0,0	706	39	0.01024983	0.176237	0.267,0.469,0.607	1.0,1.0,1.0	-0.552	SE	NA	NA	NA	NA	61970131	61970311	62069602	62069815	NA	NA	NA	61995875	61996542
ENSG00000162601.12	MYSM1	chr1	-	NA	NA	NA	NA	NA	NA	93083	2,10,2	3,4,10	8,21,10	1,0,2	113	39	0.004268795	0.1739139	0.187,0.463,0.065	0.734,1.0,0.633	-0.551	SE	NA	NA	NA	NA	58685152	58685251	58690225	58690249	NA	NA	NA	58689293	58689367
ENSG00000249942.1	ENSG00000249942	chr4	-	NA	NA	NA	NA	NA	NA	35537	12,6,2	10,0,4	14,3,4	0,0,0	149	39	0.007480406	0.1739139	0.239,1.0,0.116	1.0,1.0,1.0	-0.548	SE	NA	NA	NA	NA	74552583	74552832	74584014	74584094	NA	NA	NA	74555990	74556100
ENSG00000291158.1	LINC00869	chr1	+	149646598	149647064	149646598	149646945	149647380	149647624	4378	6,11,20	0,0,0	6,11,10	1,6,5	158	39	3.42E-05	0.01709790789	1.0,1.0,1.0	0.597,0.312,0.331	0.587	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000140876.11	NUDT7	chr16	+	NA	NA	NA	NA	NA	NA	130920	2,14,1	4,0,1	6,1,5	0,0,0	133	39	0.01695675	0.1996048	0.128,1.0,0.227	1.0,1.0,1.0	-0.548	SE	NA	NA	NA	NA	77735827	77735986	77741581	77741969	NA	NA	NA	77736649	77736743
ENSG00000154556.20	SORBS2	chr4	-	185775226	185775366	185775230	185775366	185678795	185678822	7868	18,14,8	0,0,0	4,6,7	9,4,10	43	39	2.70E-05	0.01539585816	1.0,1.0,1.0	0.287,0.576,0.388	0.583	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000241837.7	ATP5PO	chr21	-	33915135	33915724	33915651	33915724	33914449	33914500	335	45,55,32	0,0,0	29,38,39	2,6,3	555	39	1.43E-05	0.01413344901	1.0,1.0,1.0	0.505,0.308,0.477	0.57	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000144741.19	SLC25A26	chr3	+	66378409	66378506	66378409	66378502	66379583	66380008	10223	12,2,1	2,0,3	1,2,0	7,5,11	43	39	0.006457097268	0.1672409906	0.845,1.0,0.232	0.115,0.266,0.0	0.565	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000182150.19	ERCC6L2	chr9	+	NA	NA	NA	NA	NA	NA	114714	4,4,1	0,2,6	8,7,2	0,0,0	166	39	0.008157739	0.1739139	1.0,0.32,0.038	1.0,1.0,1.0	-0.547	SE	NA	NA	NA	NA	95923259	95923379	95928718	95928864	NA	NA	NA	95928150	95928277
ENSG00000291223.1	FAM86DP	chr3	-	NA	NA	NA	NA	NA	NA	126266	6,1,1	10,1,0	2,2,6	0,0,0	141	39	0.006356545	0.1739139	0.142,0.217,1.0	1.0,1.0,1.0	-0.547	SE	NA	NA	NA	NA	75426449	75426621	75432807	75432870	NA	NA	NA	75429135	75429237
ENSG00000121940.17	CLCC1	chr1	-	NA	NA	NA	NA	NA	NA	56834	3,17,4	8,4,1	8,15,14	0,0,1	142	39	0.01330831	0.1836317	0.093,0.539,0.523	1.0,1.0,0.794	-0.546	SE	NA	NA	NA	NA	108950308	108950448	108963396	108963500	NA	NA	NA	108954369	108954472
ENSG00000145349.20	CAMK2D	chr4	-	NA	NA	NA	NA	NA	NA	81008	5,7,0	3,0,1	3,12,17	0,0,0	112	39	0.007868083	0.1739139	0.367,1.0,0.0	1.0,1.0,1.0	-0.544	SE	NA	NA	NA	NA	113537340	113537443	113552030	113552096	NA	NA	NA	113547643	113547716
ENSG00000179406.10	LINC00174	chr7	-	NA	NA	NA	NA	NA	NA	101709	21,13,8	4,2,2	21,19,12	0,0,0	239	39	0.006331233	0.1739139	0.461,0.515,0.395	1.0,1.0,1.0	-0.543	SE	NA	NA	NA	NA	66400922	66401027	66402456	66402545	NA	NA	NA	66401194	66401394
ENSG00000172738.13	TMEM217	chr6	-	NA	NA	NA	NA	NA	NA	38084	3,0,0	4,3,1	0,1,2	0,0,3	65	39	0.008459006	0.1739139	0.31,0.0,0.0	NA,1.0,0.286	-0.54	SE	NA	NA	NA	NA	37212570	37212996	37257567	37258144	NA	NA	NA	37215940	37215966
ENSG00000188690.15	UROS	chr10	-	NA	NA	NA	NA	NA	NA	62309	0,11,0	2,0,1	5,2,3	1,0,0	123	39	0.01293039	0.1824791	0.0,1.0,0.0	0.613,1.0,1.0	-0.538	SE	NA	NA	NA	NA	125812213	125812288	125823028	125823039	NA	NA	NA	125816176	125816260
ENSG00000171097.14	KYAT1	chr9	-	NA	NA	NA	NA	NA	NA	116141	27,20,37	6,5,4	29,23,21	0,0,0	250	39	0.005523094	0.1739139	0.412,0.384,0.591	1.0,1.0,1.0	-0.538	SE	NA	NA	NA	NA	128845352	128845411	128882406	128882494	NA	NA	NA	128847432	128847643
ENSG00000272690.6	LINC02018	chr3	+	NA	NA	NA	NA	NA	NA	34895	11,10,14	2,2,2	20,16,3	0,0,0	261	39	0.01036999	0.176237	0.451,0.428,0.511	1.0,1.0,1.0	-0.537	SE	NA	NA	NA	NA	75435282	75435413	75443511	75443646	NA	NA	NA	75436130	75436352
ENSG00000268043.9	NBPF12	chr1	+	NA	NA	NA	NA	NA	NA	52026	2,0,11	32,0,2	11,2,8	2,0,0	91	39	0.01463779	0.1887742	0.026,NA,0.702	0.702,1.0,1.0	-0.537	SE	NA	NA	NA	NA	146985704	146985756	146987953	146988126	NA	NA	NA	146987233	146987285
ENSG00000136147.18	PHF11	chr13	+	NA	NA	NA	NA	NA	NA	109133	25,10,7	7,3,6	20,20,21	0,1,1	201	39	0.006746556	0.1739139	0.409,0.393,0.185	1.0,0.795,0.803	-0.537	SE	NA	NA	NA	NA	49495983	49496095	49513058	49513166	NA	NA	NA	49497055	49497217
ENSG00000248429.5	GASK1B-AS1	chr4	+	NA	NA	NA	NA	NA	NA	40214	0,0,0	6,0,2	9,2,3	2,0,6	171	39	0.005741994	0.1739139	0.0,NA,0.0	0.506,1.0,0.102	-0.536	SE	NA	NA	NA	NA	158172576	158172940	158179660	158179926	NA	NA	NA	158176914	158177046
ENSG00000272690.6	LINC02018	chr3	+	NA	NA	NA	NA	NA	NA	34897	8,11,12	2,2,2	17,12,6	0,0,0	229	39	0.00847581	0.1739139	0.405,0.484,0.505	1.0,1.0,1.0	-0.535	SE	NA	NA	NA	NA	75435297	75435413	75443511	75443646	NA	NA	NA	75436162	75436352
ENSG00000173868.12	PHOSPHO1	chr17	-	49230467	49230766	49230576	49230766	49226646	49226758	1150	0,0,5	0,0,0	6,2,13	0,8,10	148	39	0.007289098733	0.1672409906	NA,NA,1.0	1.0,0.062,0.255	0.561	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000135740.17	SLC9A5	chr16	+	NA	NA	NA	NA	NA	NA	17997	6,10,8	27,6,2	7,14,6	3,0,0	203	39	0.008954251	0.1740438	0.041,0.243,0.435	0.31,1.0,1.0	-0.53	SE	NA	NA	NA	NA	67248978	67249201	67266087	67266225	NA	NA	NA	67255020	67255184
ENSG00000291130.1	ENSG00000291130	chr19	-	NA	NA	NA	NA	NA	NA	8923	1,3,5	8,1,0	3,2,7	0,0,0	166	39	0.01240265797	0.1808665769	0.029,0.413,1.0	1.0,1.0,1.0	-0.519	SE	NA	NA	NA	NA	20408949	20409024	20417665	20417783	NA	NA	NA	20409829	20409956
ENSG00000262484.2	CCER2	chr19	-	NA	NA	NA	NA	NA	NA	641	1,6,1	6,0,2	17,16,3	1,0,0	127	39	0.00523334824	0.1382742271	0.049,1.0,0.133	0.839,1.0,1.0	-0.552	RI	NA	NA	NA	NA	38908979	38909189	38909277	38909325	NA	38908979	38909325	NA	NA
ENSG00000250240.6	ENSG00000250240	chr5	-	NA	NA	NA	NA	NA	NA	29810	19,7,8	0,3,9	6,17,17	0,0,0	204	39	0.008369083	0.1739139	1.0,0.308,0.145	1.0,1.0,1.0	-0.516	SE	NA	NA	NA	NA	95707413	95708835	95719643	95719773	NA	NA	NA	95716916	95717081
ENSG00000105479.16	ODAD1	chr19	-	NA	NA	NA	NA	NA	NA	577	1,8,1	6,1,4	3,13,7	1,0,0	110	39	0.009066067613	0.1542756448	0.056,0.739,0.081	0.515,1.0,1.0	-0.546	RI	NA	NA	NA	NA	48296461	48297518	48297589	48297668	NA	48296461	48297668	NA	NA
ENSG00000215126.11	ZNG1F	chr9	-	NA	NA	NA	NA	NA	NA	62838	22,6,12	3,5,2	16,8,16	0,0,0	162	39	0.006534098	0.1739139	0.638,0.224,0.591	1.0,1.0,1.0	-0.516	SE	NA	NA	NA	NA	41145280	41145332	41162332	41162377	NA	NA	NA	41161600	41161723
ENSG00000152556.17	PFKM	chr12	+	NA	NA	NA	NA	NA	NA	72509	0,0,0	3,0,2	4,0,2	1,2,0	130	39	0.004565501	0.1739139	0.0,NA,0.0	0.545,0.0,1.0	-0.515	SE	NA	NA	NA	NA	48105620	48105810	48122766	48122841	NA	NA	NA	48107364	48107455
ENSG00000235703.7	EOLA2-DT	chrX	+	NA	NA	NA	NA	NA	NA	NA	0,4,6	2,0,0	1,0,0	6,3,7	185	151	0.006953432095	0.1986719618	0.0,1.0,1.0	0.12,0.0,0.0	0.627	MXE	149942183	149942329	149943650	149943762	149941789	149941847	149944017	149944100	67	NA	NA	NA	NA
ENSG00000010310.9	GIPR	chr19	+	NA	NA	NA	NA	NA	NA	92837	1,3,0	0,1,2	1,12,3	0,0,0	139	39	0.01057796	0.176537	1.0,0.457,0.0	1.0,1.0,1.0	-0.514	SE	NA	NA	NA	NA	45669476	45669592	45672850	45672954	NA	NA	NA	45670634	45670734
ENSG00000165630.15	PRPF18	chr10	+	NA	NA	NA	NA	NA	NA	NA	11,0,6	0,0,0	3,6,6	3,6,2	188	76	0.001009101945	0.1984371989	1.0,NA,1.0	0.288,0.288,0.548	0.625	MXE	13648619	13648768	13652845	13652882	13648084	13648230	13654352	13654427	20579	NA	NA	NA	NA
ENSG00000133466.14	C1QTNF6	chr22	-	NA	NA	NA	NA	NA	NA	2908	3,0,1	4,6,0	3,10,8	0,0,1	105	39	0.005671012035	0.1739139121	0.218,0.0,1.0	1.0,1.0,0.748	-0.51	SE	NA	NA	NA	NA	37190864	37190928	37195380	37195458	NA	NA	NA	37191671	37191737
ENSG00000122566.22	HNRNPA2B1	chr7	-	NA	NA	NA	NA	NA	NA	135541	10,2,1	3,4,0	5,14,4	0,0,0	207	39	0.006730804	0.1739139	0.386,0.086,1.0	1.0,1.0,1.0	-0.509	SE	NA	NA	NA	NA	26171417	26171541	26174670	26174782	NA	NA	NA	26171679	26171847
ENSG00000205436.8	EXOC3L4	chr14	+	NA	NA	NA	NA	NA	NA	63268	0,3,2	2,4,1	12,10,4	3,0,1	140	39	0.01694317	0.199488	0.0,0.173,0.358	0.527,1.0,0.527	-0.508	SE	NA	NA	NA	NA	103104266	103104389	103104991	103105072	NA	NA	NA	103104737	103104838
ENSG00000175274.19	TP53I11	chr11	-	NA	NA	NA	NA	NA	NA	90122	7,18,25	10,1,6	29,29,20	0,0,0	155	39	0.004583982	0.1739139	0.15,0.819,0.512	1.0,1.0,1.0	-0.506	SE	NA	NA	NA	NA	44938206	44938366	44941002	44941077	NA	NA	NA	44939165	44939281
ENSG00000123612.16	ACVR1C	chr2	-	NA	NA	NA	NA	NA	NA	NA	5,4,9	0,3,2	3,2,0	8,6,3	279	270	0.004549059142	0.1984371989	1.0,0.563,0.813	0.266,0.244,0.0	0.622	MXE	157550161	157550392	157556092	157556332	157544444	157544612	157587186	157587417	18602	NA	NA	NA	NA
ENSG00000168385.18	SEPTIN2	chr2	+	241316421	241316555	241316421	241316540	241324215	241324241	7402	8,4,1	0,0,0	2,2,13	2,4,5	54	39	0.0002495002559	0.05269624763	1.0,1.0,1.0	0.419,0.265,0.653	0.554	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000166012.17	TAF1D	chr11	-	NA	NA	NA	NA	NA	NA	76345	10,1,1	0,3,1	5,6,4	0,0,0	75	39	0.01088702	0.1773471	1.0,0.148,0.342	1.0,1.0,1.0	-0.503	SE	NA	NA	NA	NA	93732799	93733121	93737063	93737239	NA	NA	NA	93734624	93734660
ENSG00000080298.16	RFX3	chr9	-	NA	NA	NA	NA	NA	NA	26974	0,4,8	5,1,0	4,10,5	0,0,0	159	39	0.00749995	0.1739139	0.0,0.495,1.0	1.0,1.0,1.0	-0.502	SE	NA	NA	NA	NA	3395471	3395596	3490278	3490345	NA	NA	NA	3488775	3488895
ENSG00000080298.16	RFX3	chr9	-	NA	NA	NA	NA	NA	NA	26973	0,4,11	5,1,0	4,7,6	0,0,0	156	39	0.008147742	0.1739139	0.0,0.5,1.0	1.0,1.0,1.0	-0.5	SE	NA	NA	NA	NA	3395471	3395596	3490278	3490345	NA	NA	NA	3488775	3488892
ENSG00000177981.11	ASB8	chr12	-	48151564	48151665	48151609	48151665	48151200	48151305	6664	0,4,1	0,0,0	0,7,0	0,4,0	84	39	0.01318977888	0.1892515733	NA,1.0,1.0	NA,0.448,NA	0.552	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000072310.18	SREBF1	chr17	-	NA	NA	NA	NA	NA	NA	34628	12,6,7	7,1,2	4,10,14	0,0,0	129	39	0.006972292	0.1739139	0.341,0.645,0.514	1.0,1.0,1.0	-0.5	SE	NA	NA	NA	NA	17819537	17819725	17836726	17836987	NA	NA	NA	17823517	17823607
ENSG00000145113.22	MUC4	chr3	-	NA	NA	NA	NA	NA	NA	74905	5,1,0	1,0,3	7,0,10	0,0,0	195	39	0.01696958	0.1997149	0.5,1.0,0.0	1.0,NA,1.0	-0.5	SE	NA	NA	NA	NA	195769021	195769152	195771651	195771740	NA	NA	NA	195770215	195770371
ENSG00000182796.16	TMEM198B	chr12	+	NA	NA	NA	NA	NA	NA	9689	13,6,4	9,1,4	2,27,14	0,1,2	212	39	0.01182227193	0.1633062474	0.21,0.525,0.155	1.0,0.832,0.563	-0.502	RI	NA	NA	NA	NA	55830840	55831083	55831256	55831349	NA	55830840	55831349	NA	NA
ENSG00000185513.18	L3MBTL1	chr20	+	NA	NA	NA	NA	NA	NA	433	38,33,39	13,15,6	57,54,63	2,2,2	496	39	0.00160664165	0.1211187088	0.187,0.147,0.338	0.691,0.68,0.712	-0.47	RI	NA	NA	NA	NA	43528656	43528745	43529202	43529368	NA	43528656	43529368	NA	NA
ENSG00000249306.7	LINC01411	chr5	+	NA	NA	NA	NA	NA	NA	78056	21,34,29	11,4,8	18,20,28	0,0,0	151	39	0.004865484	0.1739139	0.33,0.687,0.484	1.0,1.0,1.0	-0.5	SE	NA	NA	NA	NA	174336294	174336576	174517758	174517905	NA	NA	NA	174427638	174427750
ENSG00000171853.16	TRAPPC12	chr2	+	NA	NA	NA	NA	NA	NA	80590	19,2,17	7,3,5	8,19,15	0,1,2	179	39	0.01394391	0.1857996	0.372,0.127,0.426	1.0,0.805,0.62	-0.5	SE	NA	NA	NA	NA	3465596	3465695	3478845	3478871	NA	NA	NA	3466253	3466393
ENSG00000019582.17	CD74	chr5	-	NA	NA	NA	NA	NA	NA	2377	35,50,37	2,3,4	47,52,63	0,1,0	626	39	0.01509526825	0.1781602609	0.522,0.509,0.366	1.0,0.764,1.0	-0.456	RI	NA	NA	NA	NA	150405084	150405671	150406258	150406321	NA	150405084	150406321	NA	NA
ENSG00000106462.12	EZH2	chr7	-	NA	NA	NA	NA	NA	NA	105970	46,22,10	6,2,5	40,36,34	0,0,0	218	39	0.004741119	0.1739139	0.578,0.663,0.264	1.0,1.0,1.0	-0.498	SE	NA	NA	NA	NA	148829727	148829848	148884163	148884321	NA	NA	NA	148836821	148837000
ENSG00000114859.16	CLCN2	chr3	-	NA	NA	NA	NA	NA	NA	4351	36,34,74	2,3,0	62,66,35	0,0,0	1187	39	0.01111496597	0.1594335057	0.372,0.271,1.0	1.0,1.0,1.0	-0.452	RI	NA	NA	NA	NA	184355693	184355844	184356992	184357094	NA	184355693	184357094	NA	NA
ENSG00000188234.15	AGAP4	chr10	-	NA	NA	NA	NA	NA	NA	124862	8,2,5	2,3,2	11,15,5	0,0,0	74	39	0.006010088	0.1739139	0.678,0.26,0.569	1.0,1.0,1.0	-0.498	SE	NA	NA	NA	NA	45834015	45834116	45844325	45844394	NA	NA	NA	45841652	45841687
ENSG00000088340.17	FER1L4	chr20	-	NA	NA	NA	NA	NA	NA	44450	10,14,8	7,6,4	13,7,17	1,1,0	213	39	0.01391826	0.1857238	0.207,0.299,0.268	0.704,0.562,1.0	-0.497	SE	NA	NA	NA	NA	35582294	35582411	35583127	35583262	NA	NA	NA	35582838	35583012
ENSG00000102984.15	ZNF821	chr16	-	71867892	71868037	71867911	71868037	71864137	71864242	6029	0,1,0	0,0,0	6,9,0	1,5,3	58	39	0.01522153911	0.195706353	NA,1.0,NA	0.801,0.548,0.0	0.55	A5SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107821.15	KAZALD1	chr10	+	NA	NA	NA	NA	NA	NA	121129	5,6,4	4,3,3	12,11,11	0,1,2	157	39	0.01280538	0.1822446	0.237,0.332,0.249	1.0,0.732,0.577	-0.497	SE	NA	NA	NA	NA	101062072	101062115	101064205	101064345	NA	NA	NA	101062985	101063103
