gene_symbol	ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_transcripts	n_differential_transcripts	n_overexpressed_transcripts	n_underexpressed_transcripts	n_exons	n_differential_exons	n_overexpressed_exons	n_underexpressed_exons	n_events	n_differential_events	n_overexpressed_events	n_underexpressed_events	Ediciones
C4orf48	ENSG00000243449.8	353.319763	0.7634490208	0.1664869114	4.585639883	4.53E-06	0.0001458174404	2	0	0	0	6	0	0	0	5	0	0	0	0
C5	ENSG00000106804.10	631.8763472	0.3995430071	0.1297573949	3.079154044	0.002075893142	0.03006383201	13	0	0	0	56	0	0	0	12	1	0	1	0
C5orf49	ENSG00000215217.7	22.31753429	-2.712750602	0.6346025446	-4.274723801	1.91E-05	0.0005385854339	2	0	0	0	0	0	0	0	0	0	0	0	0
C5orf64	ENSG00000178722.15	36.14376773	-7.625269894	1.269852039	-6.004849118	1.92E-09	1.15E-07	43	1	0	1	0	0	0	0	0	0	0	0	0
C6orf120	ENSG00000185127.7	3016.763543	0.2395848712	0.06891363615	3.476595991	0.0005078224069	0.009416467046	1	0	0	0	0	0	0	0	0	0	0	0	0
C8orf82	ENSG00000213563.7	2378.294349	0.5923721749	0.1035340451	5.721520631	1.06E-08	5.64E-07	5	0	0	0	12	0	0	0	1	0	0	0	0
C9orf40	ENSG00000135045.7	3061.354282	0.3275136928	0.1024878294	3.195634982	0.001395235024	0.02176877502	1	0	0	0	2	0	0	0	0	0	0	0	0
CA11	ENSG00000063180.9	701.1935655	-1.489044835	0.1220911905	-12.19616935	3.26E-34	8.17E-32	4	1	0	1	9	0	0	0	1	0	0	0	0
CABLES1	ENSG00000134508.13	2986.711342	-0.2509813541	0.07052654238	-3.558679408	0.0003727241519	0.007291856477	10	0	0	0	23	1	1	0	10	0	0	0	0
CACNA1A	ENSG00000141837.22	17.90257785	-3.910502662	0.8194314647	-4.772214432	1.82E-06	6.32E-05	59	1	0	1	0	0	0	0	0	0	0	0	0
CACNA1C	ENSG00000151067.23	6.862969248	-5.190253205	1.612882242	-3.217998853	0.001290883342	0.02050342995	51	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	ENSG00000081248.12	192.925437	-2.600426157	0.2600278738	-10.00056693	1.52E-23	2.56E-21	8	1	0	1	0	0	0	0	0	0	0	0	0
CACTIN	ENSG00000105298.14	2272.894353	0.2376587397	0.07334103807	3.240460538	0.001193367887	0.01923689643	10	0	0	0	28	0	0	0	5	0	0	0	0
CADPS	ENSG00000163618.18	108.3784659	-7.761310633	0.9050611592	-8.575454326	9.87E-18	1.29E-15	20	1	0	1	0	0	0	0	0	0	0	0	0
CALB2	ENSG00000172137.19	5630.822203	-0.2249083607	0.06996530347	-3.21456993	0.001306400896	0.0206946766	5	0	0	0	18	0	0	0	7	0	0	0	0
CAMK1D	ENSG00000183049.14	2228.413645	-0.2350523896	0.07654399675	-3.070814166	0.00213475971	0.03063682575	3	0	0	0	14	0	0	0	2	0	0	0	0
CAMK2B	ENSG00000058404.21	218.2317638	-2.188681372	0.2580285867	-8.482321281	2.21E-17	2.78E-15	49	1	0	1	18	0	0	0	25	0	0	0	0
CARD10	ENSG00000100065.15	9514.501802	0.2125228612	0.05789139754	3.671061164	0.000241545523	0.005058009988	10	0	0	0	37	1	1	0	16	0	0	0	0
CARD19	ENSG00000165233.18	5929.647691	0.1989553507	0.06863752391	2.898638228	0.003747870632	0.04776929971	9	0	0	0	22	0	0	0	45	0	0	0	0
CARD6	ENSG00000132357.14	1436.937309	-0.2525605879	0.07915024313	-3.190900974	0.001418298831	0.02204195618	2	0	0	0	4	0	0	0	2	0	0	0	0
CARM1	ENSG00000142453.12	1936.292629	0.2767487452	0.0777356978	3.56012428	0.0003706793214	0.007257815759	10	0	0	0	35	0	0	0	22	0	0	0	0
CASP10	ENSG00000003400.16	1140.037504	-0.3863168684	0.08591716504	-4.496387517	6.91E-06	0.0002162449059	15	0	0	0	18	0	0	0	15	0	0	0	7
CASP4	ENSG00000196954.14	2422.979166	-0.379256197	0.07658535321	-4.95207218	7.34E-07	2.78E-05	13	0	0	0	27	0	0	0	11	0	0	0	0
CASP7	ENSG00000165806.21	7235.937135	-0.2065941111	0.06089761825	-3.392482613	0.0006926232749	0.01208993222	13	0	0	0	18	0	0	0	13	0	0	0	0
CASR	ENSG00000036828.17	285.5378238	-2.247667203	0.2231429245	-10.07276932	7.29E-24	1.26E-21	6	1	0	1	0	0	0	0	0	0	0	0	0
CASTOR1	ENSG00000239282.8	964.7746243	-0.5620697609	0.1003872836	-5.599013546	2.16E-08	1.09E-06	14	0	0	0	27	0	0	0	3	1	1	0	0
CAV1	ENSG00000105974.13	70318.6171	0.2145996678	0.05278877527	4.065251879	4.80E-05	0.001235709772	9	0	0	0	23	0	0	0	4	0	0	0	0
CAVIN3	ENSG00000170955.10	11709.12035	0.3363273376	0.0961670647	3.497323524	0.0004699515294	0.00888727241	4	0	0	0	10	0	0	0	1	0	0	0	0
CBX2	ENSG00000173894.11	719.6031488	0.3565643281	0.113449003	3.142948097	0.001672554943	0.02518776765	3	0	0	0	6	0	0	0	1	0	0	0	0
CBX6	ENSG00000183741.12	8204.009752	0.2004590124	0.05799294969	3.456610045	0.000547015807	0.009972330453	3	0	0	0	9	0	0	0	1	0	0	0	0
CBX7	ENSG00000100307.13	555.8984045	-0.5142968151	0.1153878754	-4.457113135	8.31E-06	0.0002561958412	7	0	0	0	12	0	0	0	1	0	0	0	1
CC2D2B	ENSG00000188649.15	104.4898418	-4.586596403	0.4410712206	-10.39876598	2.51E-25	4.56E-23	11	1	0	1	2	0	0	0	0	0	0	0	0
CCDC102B	ENSG00000150636.17	92.62291471	-2.754737078	0.3092856917	-8.906771801	5.25E-19	7.54E-17	11	1	0	1	0	0	0	0	0	0	0	0	0
CCDC15	ENSG00000149548.15	974.1741172	-0.2827102506	0.09221553035	-3.065755297	0.002171209306	0.03104764106	4	0	0	0	18	0	0	0	15	0	0	0	0
CCDC160	ENSG00000203952.10	9.05731486	-3.663418866	1.055361906	-3.471244172	0.0005180527003	0.009554079583	4	0	0	0	0	0	0	0	0	0	0	0	0
CCDC180	ENSG00000197816.16	147.6677445	2.116147357	0.267019099	7.925078635	2.28E-15	2.50E-13	13	2	2	0	47	0	0	0	2	0	0	0	0
CCDC28B	ENSG00000160050.16	626.4990887	-0.4338277331	0.1264422876	-3.431033569	0.0006012861885	0.01076392696	9	0	0	0	24	0	0	0	5	0	0	0	0
CCDC69	ENSG00000198624.13	4755.750005	-0.5039952749	0.06281685423	-8.023249191	1.03E-15	1.16E-13	8	0	0	0	13	0	0	0	11	0	0	0	0
CCDC77	ENSG00000120647.10	1226.827122	0.2585886752	0.08898648061	2.905932153	0.00366160834	0.04697156948	12	0	0	0	30	0	0	0	16	2	2	0	0
CCDC85C	ENSG00000205476.9	11635.11155	-0.8806223808	0.06022083115	-14.62321864	2.00E-48	7.32E-46	7	2	1	1	15	0	0	0	7	0	0	0	0
CCDC93	ENSG00000125633.11	5279.221548	-0.1987323459	0.0643481421	-3.08839291	0.002012422087	0.02941298801	9	0	0	0	39	0	0	0	12	0	0	0	0
CCL2	ENSG00000108691.10	24.75949511	-1.90935446	0.5488787055	-3.478645539	0.0005039547001	0.009370138872	3	0	0	0	3	0	0	0	0	0	0	0	0
CCL20	ENSG00000115009.13	45.0774493	-3.768667466	0.5175730935	-7.281420757	3.30E-13	3.11E-11	5	1	0	1	4	0	0	0	1	0	0	0	0
CCNA1	ENSG00000133101.10	490.910166	0.6081988081	0.1201676693	5.061251597	4.17E-07	1.67E-05	4	0	0	0	12	0	0	0	1	0	0	0	0
CCNB1	ENSG00000134057.15	35179.90987	0.210375042	0.06625675745	3.175148469	0.001497598545	0.02301119147	7	0	0	0	23	0	0	0	18	0	0	0	0
CCND1	ENSG00000110092.4	22904.19257	0.342565261	0.0532318514	6.435343727	1.23E-10	8.58E-09	6	0	0	0	15	0	0	0	5	0	0	0	0
CD274	ENSG00000120217.14	7273.959086	-0.2962241622	0.05808342221	-5.099977772	3.40E-07	1.39E-05	5	0	0	0	17	0	0	0	5	0	0	0	0
CD276	ENSG00000103855.18	9761.163262	-0.3239531435	0.0606174211	-5.344225103	9.08E-08	4.13E-06	19	0	0	0	41	1	1	0	18	0	0	0	0
CD320	ENSG00000167775.11	5339.177232	0.2456769434	0.07156595597	3.432874473	0.000597218527	0.01072336041	6	0	0	0	15	0	0	0	16	1	1	0	0
CD34	ENSG00000174059.17	334.711914	-1.774922886	0.156703063	-11.32666364	9.68E-30	2.15E-27	4	1	0	1	6	0	0	0	1	0	0	0	0
CD40	ENSG00000101017.15	3123.374056	-0.232507091	0.06901282392	-3.369041835	0.0007542997907	0.01299929117	14	0	0	0	32	0	0	0	18	0	0	0	0
CD68	ENSG00000129226.14	2518.058225	-0.2618270318	0.07821358957	-3.347590019	0.0008151750836	0.01384344049	4	0	0	0	13	0	0	0	1	0	0	0	1
CD7	ENSG00000173762.8	24.3978218	-1.558757987	0.5276452254	-2.954178134	0.003135029883	0.04160642502	7	0	0	0	0	0	0	0	0	0	0	0	0
CD70	ENSG00000125726.11	48.30159134	-2.16995432	0.3870378479	-5.606568794	2.06E-08	1.05E-06	3	1	0	1	0	0	0	0	0	0	0	0	0
CD74	ENSG00000019582.17	15639.81128	-0.4015158707	0.06712459626	-5.98165044	2.21E-09	1.32E-07	12	0	0	0	24	0	0	0	20	4	1	3	0
CD82	ENSG00000085117.12	7850.958176	-0.5426850046	0.06520770052	-8.322406714	8.62E-17	1.02E-14	14	0	0	0	41	0	0	0	18	0	0	0	0
CD83	ENSG00000112149.10	3317.27997	-1.424274525	0.07092423049	-20.08163523	1.07E-89	1.21E-86	2	1	0	1	5	0	0	0	2	0	0	0	0
CDC20	ENSG00000117399.14	13357.78315	0.2369321112	0.06907654314	3.429993749	0.0006035951537	0.0107890368	4	0	0	0	17	0	0	0	4	0	0	0	0
CDC25A	ENSG00000164045.12	8784.687305	-0.2778631477	0.06693713911	-4.15110582	3.31E-05	0.0008881340313	5	0	0	0	23	1	1	0	9	0	0	0	0
CDC25C	ENSG00000158402.21	1579.535145	0.2496944404	0.08624445437	2.895194158	0.003789240794	0.04819339426	9	0	0	0	28	0	0	0	26	0	0	0	0
CDC42BPA	ENSG00000143776.20	15177.47496	0.3142448389	0.08970209317	3.503205197	0.0004596951901	0.008700224787	15	0	0	0	57	0	0	0	33	0	0	0	0
CDC42BPG	ENSG00000171219.9	451.132698	0.5199390272	0.152143713	3.417420392	0.000632175794	0.01123244289	4	0	0	0	41	0	0	0	9	0	0	0	0
CDC42EP2	ENSG00000149798.5	5169.114329	-0.5471112816	0.07027594116	-7.785186119	6.96E-15	7.47E-13	2	0	0	0	4	0	0	0	0	0	0	0	0
CDC42SE1	ENSG00000197622.13	14371.6815	-0.2614209388	0.06120868469	-4.270977887	1.95E-05	0.0005470664695	7	0	0	0	21	0	0	0	15	0	0	0	0
CDCA7	ENSG00000144354.15	2032.823673	0.2949982195	0.07306115463	4.037688988	5.40E-05	0.001378989522	14	0	0	0	33	0	0	0	29	0	0	0	0
CDCA7L	ENSG00000164649.20	9061.956381	0.2202587421	0.05940775381	3.707575661	0.0002092529077	0.004468253344	10	1	0	1	25	0	0	0	10	0	0	0	0
CDCA8	ENSG00000134690.11	6685.596651	0.2449930808	0.06888276406	3.556667392	0.0003755891945	0.007335851625	2	0	0	0	13	0	0	0	18	0	0	0	0
CDCP1	ENSG00000163814.8	40293.44049	-0.2822056358	0.0657798239	-4.29015493	1.79E-05	0.0005085001897	3	0	0	0	13	0	0	0	16	0	0	0	0
CDH1	ENSG00000039068.20	298.3455288	0.5925934865	0.1518436288	3.902656248	9.51E-05	0.002238393733	11	0	0	0	22	0	0	0	2	0	0	0	0
CDH23	ENSG00000107736.22	32.3787484	-1.738184132	0.4654283588	-3.73459008	0.0001880211851	0.00406593678	17	0	0	0	5	0	0	0	0	0	0	0	0
CDK2AP2	ENSG00000167797.8	2287.350907	-0.4432879734	0.08096039193	-5.475368422	4.37E-08	2.08E-06	5	1	0	1	14	0	0	0	0	0	0	0	0
CDKN1A	ENSG00000124762.14	10282.83995	-0.944887341	0.0667162282	-14.16278118	1.56E-45	5.30E-43	8	1	0	1	13	1	1	0	1	0	0	0	0
CDKN1C	ENSG00000129757.15	1308.312956	0.4000100686	0.09298031701	4.30209405	1.69E-05	0.0004853348817	7	0	0	0	15	0	0	0	3	0	0	0	0
CDKN2B-AS1	ENSG00000240498.9	39.86154804	-3.323012111	0.5366120514	-6.192578237	5.92E-10	3.80E-08	28	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2C	ENSG00000123080.12	2849.73971	0.3104587635	0.07130893176	4.353714967	1.34E-05	0.0003919837516	3	0	0	0	6	0	0	0	1	0	0	0	0
CDSN	ENSG00000204539.4	24.45155297	-3.483335235	0.6503481468	-5.356108496	8.50E-08	3.89E-06	1	0	0	0	2	0	0	0	0	0	0	0	0
CDV3	ENSG00000091527.17	36049.33735	-0.3029495624	0.05808171123	-5.215920054	1.83E-07	7.85E-06	10	1	1	0	28	2	2	0	4	0	0	0	0
CEBPA-DT	ENSG00000267296.2	29.19051941	-1.737970413	0.4987821006	-3.484428192	0.0004931897819	0.009244707797	1	0	0	0	0	0	0	0	0	0	0	0	0
CELF1	ENSG00000149187.19	12851.04856	0.2255569423	0.05627155504	4.008365187	6.11E-05	0.001532310267	22	0	0	0	58	0	0	0	33	1	0	1	2
CELSR2	ENSG00000143126.8	1065.145132	0.5161044119	0.1286306162	4.012298372	6.01E-05	0.001516573565	4	0	0	0	39	0	0	0	5	0	0	0	0
CEND1	ENSG00000184524.6	109.797303	-4.009621301	0.3549000785	-11.2978879	1.34E-29	2.96E-27	2	1	0	1	3	0	0	0	0	0	0	0	0
CENPA	ENSG00000115163.15	2178.280071	0.3431727205	0.0850971371	4.032717576	5.51E-05	0.001405483691	6	0	0	0	16	0	0	0	3	0	0	0	0
CENPB	ENSG00000125817.8	8687.962664	0.2673021248	0.07001260361	3.817914361	0.0001345846236	0.003034398962	1	0	0	0	0	0	0	0	0	0	0	0	0
CENPC	ENSG00000145241.11	2961.584124	0.2035080355	0.06900025264	2.94938102	0.003184111498	0.0421023118	7	0	0	0	29	0	0	0	5	0	0	0	14
CENPM	ENSG00000100162.15	1537.198278	0.417444569	0.08293160734	5.033600366	4.81E-07	1.89E-05	8	0	0	0	16	0	0	0	3	0	0	0	0
CEP131	ENSG00000141577.14	938.4015078	0.4333673361	0.09345917765	4.636969284	3.54E-06	0.0001170763459	8	0	0	0	37	0	0	0	9	0	0	0	0
CEP20	ENSG00000133393.13	2668.223744	0.2170034636	0.07155970595	3.032481209	0.002425521985	0.03403477182	9	0	0	0	19	0	0	0	16	0	0	0	0
CEP44	ENSG00000164118.13	2076.524007	0.2997325591	0.07621120455	3.93291985	8.39E-05	0.002012141648	10	0	0	0	31	0	0	0	6	1	0	1	1
CEP70	ENSG00000114107.9	1433.915343	0.2996984948	0.08588223541	3.489644784	0.0004836629786	0.009088817566	13	0	0	0	33	0	0	0	16	0	0	0	1
CEP85	ENSG00000130695.16	11317.9978	-1.151080407	0.07054843875	-16.31617123	7.57E-60	3.76E-57	8	2	0	2	22	0	0	0	21	0	0	0	0
CEP97	ENSG00000182504.12	6790.601951	0.23908744	0.06453548192	3.704744009	0.0002116043248	0.004510373651	16	0	0	0	31	0	0	0	12	0	0	0	1
CFAP221	ENSG00000163075.13	30.55816634	-7.383842203	1.258720535	-5.866148994	4.46E-09	2.53E-07	17	1	0	1	0	0	0	0	0	0	0	0	0
CFAP97	ENSG00000164323.15	4870.194267	0.2549238389	0.05912060241	4.31192898	1.62E-05	0.000468185097	5	0	0	0	9	0	0	0	1	0	0	0	0
CFB	ENSG00000243649.10	2974.742345	-1.673218601	0.1076575211	-15.54205023	1.80E-54	7.52E-52	21	4	0	4	61	2	2	0	26	0	0	0	0
CFHR4	ENSG00000134365.15	12.08639567	-7.014290354	1.373084845	-5.108417285	3.25E-07	1.34E-05	7	1	0	1	0	0	0	0	0	0	0	0	0
CFLAR	ENSG00000003402.21	15973.71673	-0.3627161255	0.05371714301	-6.752334639	1.45E-11	1.14E-09	24	0	0	0	56	0	0	0	14	0	0	0	10
CFTR	ENSG00000001626.18	26.31795195	-2.338731071	0.5290761063	-4.420405766	9.85E-06	0.0002976600566	38	0	0	0	0	0	0	0	0	0	0	0	0
CGN	ENSG00000143375.15	679.1646288	-0.4163664189	0.1104538887	-3.769594929	0.0001635127092	0.003588086722	8	0	0	0	27	0	0	0	0	0	0	0	0
CHD5	ENSG00000116254.18	74.33190067	-2.067817204	0.3058426008	-6.761050288	1.37E-11	1.07E-09	6	1	0	1	0	0	0	0	1	0	0	0	0
CHN1	ENSG00000128656.15	3572.784863	-0.2256756575	0.06750650817	-3.343020749	0.0008287170315	0.01403337397	42	0	0	0	63	1	1	0	37	0	0	0	0
CHRNA7	ENSG00000175344.19	946.5344363	-1.9851648	0.1389791589	-14.28390283	2.76E-46	9.65E-44	37	1	0	1	0	0	0	0	2	0	0	0	0
CHST11	ENSG00000171310.11	16236.7856	-0.2680108904	0.0581494752	-4.608999299	4.05E-06	0.0001316038238	6	0	0	0	13	0	0	0	1	0	0	0	0
CHST14	ENSG00000169105.8	1486.687152	0.2977892628	0.08583463074	3.469337029	0.0005217444987	0.009599856854	2	0	0	0	4	0	0	0	0	0	0	0	0
CHST2	ENSG00000175040.6	2266.504023	-0.4821314424	0.07327257936	-6.579970934	4.71E-11	3.49E-09	1	0	0	0	2	0	0	0	0	0	0	0	0
CHTF18	ENSG00000127586.17	3005.964443	0.3127062547	0.08912750062	3.508527138	0.0004505952604	0.008562029173	20	0	0	0	67	0	0	0	28	0	0	0	0
CIITA	ENSG00000179583.21	2386.87896	-0.6219340285	0.08550128701	-7.273972711	3.49E-13	3.27E-11	20	0	0	0	49	2	2	0	33	1	0	1	10
CIRBP	ENSG00000099622.14	5780.484746	0.2809436981	0.07926674436	3.544282036	0.0003936838673	0.00763913545	46	0	0	0	74	0	0	0	27	0	0	0	0
CITED2	ENSG00000164442.10	10909.13622	0.3643671997	0.0568825235	6.405608916	1.50E-10	1.04E-08	4	0	0	0	9	1	1	0	0	0	0	0	0
CITED4	ENSG00000179862.7	163.7422168	-0.5967900085	0.1936105474	-3.082425088	0.002053214022	0.02988079012	1	0	0	0	0	0	0	0	0	0	0	0	0
CKAP2L	ENSG00000169607.13	6233.526368	-0.2495994539	0.06897957117	-3.618454705	0.0002963673552	0.006010400648	6	0	0	0	22	0	0	0	8	0	0	0	0
CKS2	ENSG00000123975.5	10631.81877	0.2067273319	0.05988849389	3.45187061	0.0005567146241	0.01009661043	1	0	0	0	3	0	0	0	1	0	0	0	0
CLDN1	ENSG00000163347.6	391.4850282	-1.110968195	0.1627494913	-6.826246807	8.72E-12	6.99E-10	2	0	0	0	4	0	0	0	0	0	0	0	0
CLDN2	ENSG00000165376.12	612.357156	0.4578239178	0.1177830665	3.887009665	0.0001014867147	0.002359665225	3	0	0	0	4	0	0	0	0	0	0	0	0
CLDN23	ENSG00000253958.2	1127.997047	0.3610420977	0.1158059693	3.117646696	0.001823011967	0.02711061331	1	0	0	0	0	0	0	0	0	0	0	0	0
CLEC16A	ENSG00000038532.17	1899.652199	-0.2696585454	0.09035625486	-2.984392678	0.002841418604	0.03863582841	14	0	0	0	35	0	0	0	19	0	0	0	0
CLEC4F	ENSG00000152672.8	47.775624	-1.877914386	0.3758317382	-4.996689197	5.83E-07	2.25E-05	2	0	0	0	0	0	0	0	0	0	0	0	0
CLIC3	ENSG00000169583.13	1230.296662	0.347993405	0.09925669259	3.505994366	0.0004549048483	0.008623271921	3	0	0	0	12	0	0	0	2	0	0	0	0
CLMP	ENSG00000166250.12	6296.905769	-0.2542676756	0.06095348408	-4.171503557	3.03E-05	0.0008196264043	4	0	0	0	13	0	0	0	13	0	0	0	6
CLN5	ENSG00000102805.16	2036.88936	-0.23574964	0.07568833411	-3.11474209	0.001841058092	0.02731074898	19	0	0	0	35	0	0	0	6	0	0	0	0
CLN8	ENSG00000182372.10	2139.613265	-0.244821342	0.08340165241	-2.935449538	0.003330647797	0.04352618356	14	0	0	0	25	0	0	0	6	2	1	1	9
CMTM3	ENSG00000140931.20	2266.41133	-0.2749599929	0.07586027674	-3.624558263	0.0002894557635	0.005885270942	15	0	0	0	20	0	0	0	7	0	0	0	0
CNN2	ENSG00000064666.15	6145.611901	0.3273010949	0.06065242904	5.396339439	6.80E-08	3.14E-06	12	0	0	0	30	0	0	0	16	0	0	0	3
CNOT9	ENSG00000144580.14	7653.040123	-0.1855539466	0.05750525921	-3.226730026	0.001252135417	0.02002155281	9	0	0	0	29	0	0	0	10	0	0	0	5
CNTLN	ENSG00000044459.15	796.6599304	-2.355809879	0.1476731802	-15.95286209	2.72E-57	1.27E-54	4	1	0	1	0	0	0	0	0	0	0	0	0
CNTN3	ENSG00000113805.9	8.367133865	-6.479665445	1.505861341	-4.302962875	1.69E-05	0.0004840180099	2	1	0	1	0	0	0	0	0	0	0	0	0
CNTN4	ENSG00000144619.15	24.64028784	-7.070878551	1.273724745	-5.551339549	2.83E-08	1.40E-06	17	1	0	1	0	0	0	0	0	0	0	0	0
CNTNAP1	ENSG00000108797.12	1299.56562	-0.362461371	0.09075613215	-3.993794826	6.50E-05	0.001619413871	4	0	0	0	30	0	0	0	4	0	0	0	0
COBL	ENSG00000106078.19	200.6544853	-1.052999043	0.190219142	-5.535715449	3.10E-08	1.52E-06	11	0	0	0	2	0	0	0	5	0	0	0	0
COL15A1	ENSG00000204291.11	341.2461599	-0.5653713218	0.15707016	-3.599482689	0.0003188508569	0.006374072252	5	0	0	0	41	0	0	0	0	0	0	0	0
COL16A1	ENSG00000084636.18	516.9894487	-0.4551807969	0.1228610726	-3.704841472	0.0002115229806	0.004510373651	17	0	0	0	70	0	0	0	25	0	0	0	0
COL17A1	ENSG00000065618.21	2297.133567	-0.549997813	0.0879761595	-6.251668818	4.06E-10	2.65E-08	10	0	0	0	71	0	0	0	11	0	0	0	0
COL18A1-AS1	ENSG00000183535.9	17.67347794	-2.644523748	0.736214283	-3.592057108	0.0003280779289	0.006520206518	2	1	0	1	4	0	0	0	0	0	0	0	0
COL1A1	ENSG00000108821.14	999.5476049	-0.3759323673	0.1087639966	-3.456404499	0.0005474331514	0.009972330453	13	0	0	0	62	0	0	0	5	0	0	0	0
COL27A1	ENSG00000196739.15	1383.477	-0.8696351084	0.09177773643	-9.475447338	2.66E-21	4.16E-19	8	0	0	0	72	0	0	0	26	1	0	1	0
COL4A1	ENSG00000187498.16	16194.88236	-0.2548064052	0.05952415792	-4.280722552	1.86E-05	0.0005273863015	18	0	0	0	71	2	2	0	9	0	0	0	0
COL6A1	ENSG00000142156.16	18139.60794	-0.3774732002	0.0688882054	-5.479504046	4.27E-08	2.04E-06	9	0	0	0	50	0	0	0	22	0	0	0	0
COL6A2	ENSG00000142173.17	5881.848654	-0.349138778	0.06678615944	-5.227711564	1.72E-07	7.39E-06	7	0	0	0	37	0	0	0	15	0	0	0	0
COL7A1	ENSG00000114270.18	35417.314	-0.6327312517	0.05964678737	-10.60796867	2.74E-26	5.09E-24	11	1	0	1	143	0	0	0	132	1	0	1	0
COL8A1	ENSG00000144810.16	7373.129277	0.2286456336	0.0619606965	3.690172101	0.0002241023864	0.004738591223	9	0	0	0	18	0	0	0	19	0	0	0	0
COMTD1	ENSG00000165644.11	659.4460034	0.5172120239	0.1540203646	3.358075571	0.0007848715213	0.01339570326	7	0	0	0	21	0	0	0	6	0	0	0	0
COQ10B	ENSG00000115520.9	4479.718634	-0.2067305198	0.06246488338	-3.309547839	0.0009344679552	0.01555856472	4	0	0	0	12	0	0	0	7	0	0	0	0
CPLX2	ENSG00000145920.15	44.27959151	-1.888925333	0.4452082992	-4.242790029	2.21E-05	0.000616181288	10	0	0	0	0	0	0	0	0	0	0	0	0
CPM	ENSG00000135678.12	494.8784632	-0.3649515062	0.123442138	-2.95645808	0.003111945299	0.04137927132	13	0	0	0	23	0	0	0	6	1	0	1	1
CPNE3	ENSG00000085719.13	9763.801191	0.1775269491	0.059456669	2.985820633	0.002828184766	0.03851873514	13	0	0	0	38	0	0	0	15	0	0	0	0
CPNE6	ENSG00000100884.10	31.29560301	-1.911732931	0.5325850963	-3.589535164	0.000331268145	0.006572636054	20	0	0	0	0	0	0	0	0	0	0	0	0
CPOX	ENSG00000080819.9	12376.63624	0.2610864196	0.06570164279	3.973818744	7.07E-05	0.001734290624	4	0	0	0	16	0	0	0	5	0	0	0	0
CRACDL	ENSG00000196872.12	174.609916	0.8556124824	0.2062783412	4.147854194	3.36E-05	0.0008967950176	7	0	0	0	13	0	0	0	2	0	0	0	0
CREB3	ENSG00000107175.12	8536.873957	-0.293434576	0.06663756394	-4.403440923	1.07E-05	0.0003182917004	2	0	0	0	12	0	0	0	2	0	0	0	0
CREBZF	ENSG00000137504.15	4960.364534	0.2629295651	0.07533723487	3.490034716	0.0004829578031	0.009082734861	10	0	0	0	26	0	0	0	6	0	0	0	0
CRIM1	ENSG00000150938.10	37597.64691	0.2391689503	0.058594975	4.081731416	4.47E-05	0.001159364413	8	0	0	0	29	1	1	0	27	0	0	0	0
CRLS1	ENSG00000088766.12	3614.398147	0.2424514611	0.07488252288	3.237757648	0.001204731025	0.01939380729	7	0	0	0	19	1	1	0	19	0	0	0	1
CRNDE	ENSG00000245694.12	1140.609273	0.3367359407	0.1083862134	3.10681525	0.001891145477	0.02793193713	30	0	0	0	34	0	0	0	10	0	0	0	0
CSF1	ENSG00000184371.14	18861.15735	-0.9584183089	0.06031343157	-15.89062807	7.36E-57	3.37E-54	9	2	0	2	25	0	0	0	15	0	0	0	3
CSF2	ENSG00000164400.6	3617.427145	-2.97661449	0.08749067829	-34.02207582	1.05E-253	3.13E-250	1	1	0	1	4	0	0	0	3	0	0	0	0
CSF3	ENSG00000108342.13	298.7692569	-3.608485724	0.1971193136	-18.30609927	7.40E-75	4.64E-72	9	2	0	2	15	0	0	0	5	1	1	0	0
CST2	ENSG00000170369.4	876.8947989	-0.3304918101	0.1114705988	-2.964833901	0.003028463942	0.04071411519	1	0	0	0	3	0	0	0	0	0	0	0	0
CTDSP2	ENSG00000175215.11	4817.318857	0.2106255822	0.06816327306	3.090015675	0.002001459323	0.02932476616	8	0	0	0	24	0	0	0	19	0	0	0	1
CTSD	ENSG00000117984.15	79151.76831	0.1980692584	0.06653326733	2.976995816	0.002910879829	0.03940030578	16	0	0	0	44	0	0	0	13	0	0	0	0
CTSF	ENSG00000174080.12	1963.966078	0.2692441521	0.09073598956	2.967335822	0.003003926629	0.04042989774	39	1	1	0	59	1	1	0	44	0	0	0	0
CTSS	ENSG00000163131.12	2265.583049	-1.000527439	0.07944722781	-12.59361045	2.29E-36	6.12E-34	19	0	0	0	31	0	0	0	18	0	0	0	24
CTSW	ENSG00000172543.9	135.2630067	-1.356970902	0.2420579102	-5.605976276	2.07E-08	1.05E-06	8	0	0	0	10	0	0	0	9	1	0	1	0
CX3CL1	ENSG00000006210.7	1159.423148	-0.9817055678	0.09243155725	-10.62089179	2.38E-26	4.47E-24	4	1	0	1	6	0	0	0	2	0	0	0	0
CXCL1	ENSG00000163739.5	1793.62513	-4.161442647	0.1025979728	-40.56067127	0	1.00E-300	2	1	0	1	5	0	0	0	0	0	0	0	0
CXCL10	ENSG00000169245.6	145.6727106	-2.483827374	0.3076453293	-8.073671654	6.82E-16	7.73E-14	1	1	0	1	4	0	0	0	0	0	0	0	0
CXCL11	ENSG00000169248.13	215.3585812	-1.158510688	0.1813608896	-6.387874974	1.68E-10	1.15E-08	2	0	0	0	5	0	0	0	0	0	0	0	0
